Дата проверки,Основная категория,Категории совпадения,Регион,Название,Тип,Ссылка,Username / invite,Подписчики/участники,Комментарии открыты,Можно публиковать бесплатно,Условия публикации,Контакты администратора,Активность канала/чата,Последняя активность,Описание,Источник данных,TGStat/каталог карточка,Source URL(s),Поисковые запросы
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Красноярск",канал,https://t.me/SaleAutoKrasnoyarsk,SaleAutoKrasnoyarsk,97,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🔧 Приветствуем вас на нашем канале «Купить, продать авто Красноярск»! 🚗 Если вы мечтаете о новом автомобиле или хотите выгодно продать свой, то вы попали по адресу! Мы — крупнейший рынок автомобилей в Телеграм",tg-cat public search,https://tg-cat.com/@SaleAutoKrasnoyarsk,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто; продажа авто
2026-07-05,Авто ниже рынка,Авто ниже рынка,Не указано / другой регион,BitAuto 🚗… | АВТОРЫНОК НИЖЕ РЫНКА ТАГАНРОГ РОСТОВ БИТЫЕ,канал,https://t.me/bitautomobile,bitautomobile,96,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🌟 Добро пожаловать на канал BitAuto! 🚗 Здесь мы погружаемся в увлекательный мир авторынка, где каждый сможет найти автомобиль по выгодной цене! Будь то битое авто для себя или для перепродажи — у нас вы найдете широкий выбор",tg-cat public search,https://tg-cat.com/@bitautomobile,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Разборка продажа мототехники,чат/группа,https://t.me/razborca_mototexniki,razborca_mototexniki,92,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@razborca_mototexniki,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0&type=supergroup&lang=en,мототехника
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Купли-продажи Авто объявление&#33; Якутск,чат/группа,https://t.me/avto2121,avto2121,90,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Купли-продажи Авто"" в Якутске предназначена для обмена объявлениями о продаже автомобилей между физическими лицами. Участники могут размещать объявления с фотографиями, описанием и ценой на продажу, а также указывать марки и желаем",tg-cat public search,https://tg-cat.com/@avto2121,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,куплю продам авто
2026-07-05,Чаты купли-продажи,Мототехника; Чаты купли-продажи,Не указано / другой регион,АВТО &amp; MOTO БАРАХОЛКА КРЫМ,чат/группа,https://t.me/avto_moto_baraholka_krim,avto_moto_baraholka_krim,89,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в Авто & Moto Барахолку Крыма! 🚗🏍️ Здесь вы найдете идеальное место для покупки и продажи автомобилей, мотоциклов и автозапчастей. Наша площадка предлагает легкий и удобный способ обмена – просто",tg-cat public search,https://tg-cat.com/@avto_moto_baraholka_krim,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,авто барахолка
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Не указано / другой регион,Объявления Казахстан Авто | Колесо kz 🇰🇿 ЧАТ,чат/группа,https://t.me/koleso_kz,koleso_kz,89,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@koleso_kz,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,"Авто , Мото продажа Родинское , Покровск , Белицкое , Д...",чат/группа,https://t.me/prodazharodinckoe,prodazharodinckoe,85,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@prodazharodinckoe,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,продажа мото
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,АВТО-ПРОДАЖА,чат/группа,https://t.me/prodaja05auto,prodaja05auto,85,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@prodaja05auto,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,продажа авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,ФАРЫ ФОНАРИ АВТО ОПТИКА | #КУПЛЮ - #ПРОДАМ - Украина,чат/группа,https://t.me/optika_auto_ua,optika_auto_ua,85,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@optika_auto_ua,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,куплю продам авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,GABER AVTO | ПРОДАЖА АВТО САНКТ-ПЕТЕРБУРГ,канал,https://t.me/gaber_avto,gaber_avto,83,не удалось проверить web-источником,да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,🚗 Добро пожаловать на канал GABER AVTO - ваш надежный помощник в мире автопокупок в Санкт-Петербурге! У нас вы можете выгодно продать или купить автомобиль. Предлагаем бесплатное размещение объявлений и профессиональный подбор авто под ваши требования.,tg-cat public search,https://tg-cat.com/@gaber_avto,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,продажа авто
2026-07-05,Обмен автомобилей,Обмен автомобилей; Чаты купли-продажи,Россия / не указано точнее,"Авто РФ 116 KZN Покупка, Продажа, Обмен ,Аренда, Такси ...",чат/группа,https://t.me/avto_kzn_116,avto_kzn_116,82,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avto_kzn_116,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,обмен авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Челябинск",канал,https://t.me/AutoChelyabinsk,AutoChelyabinsk,82,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на наш канал о продаже и покупке автомобилей в Челябинске! 🚗 Здесь вы найдете широкий выбор автомобилей — от новых до поддержанных. Мы являемся крупнейшим рынком автомобилей в Телеграм, где каждый сможет легко продать или купить авто. 💰 Прис",tg-cat public search,https://tg-cat.com/@AutoChelyabinsk,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто; продажа авто
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Россия / не указано точнее,AVTO.KG.RUS,чат/группа,https://t.me/kgavtorus,kgavtorus,81,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в сообщество AVTO.KG.RUS! 🚗 Здесь вы найдете лучшие предложения по продаже и покупке автомобилей в России 🇷🇺 и Кыргызстане 🇰🇬. Наша группа создана для тех, кто ищет автомобили по ценам ниже рыночных",tg-cat public search,https://tg-cat.com/@kgavtorus,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Продам Куплю Авто. Херсонская область. Талос,чат/группа,https://t.me/auto_market_talos,auto_market_talos,77,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Ищете, где купить или продать авто в Херсонской области? Добро пожаловать в Талос! У нас вы найдете широкий выбор автомобилей, микроавтобусов и другой автотехники. Закажите грузоперевозки и упростите свои поездки",tg-cat public search,https://tg-cat.com/@auto_market_talos,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,куплю продам авто
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Не указано / другой регион,Авто ниже рынка | Premium Cars Export,чат/группа,https://t.me/pcexport02,pcexport02,76,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗✨ Присоединяйтесь к нам в мире автопремиумов! Уникальные предложения на автомобили ниже рыночной стоимости, эксклюзивы под заказ и в наличии по самым выгодным ценам. Доставка с наценкой 0% и консультации",tg-cat public search,https://tg-cat.com/@pcexport02,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,КУПИТЬ ПРОДАТЬ СПЕЦТЕХНИКУ|СПЕЦТЕХНИКА| ПОГРУЗЧИКИ| ТЯГ...,чат/группа,https://t.me/spectexnika_tyt,spectexnika_tyt,76,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@spectexnika_tyt,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,купить продать авто
2026-07-05,Авто ниже рынка,Авто ниже рынка,Россия / не указано точнее,Авторынок России | Авто ниже рынка,канал,https://t.me/auto_sale_rf1,auto_sale_rf1,75,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@auto_sale_rf1,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Санкт-Петербург",канал,https://t.me/AutoPeterburg,AutoPeterburg,71,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 Приветствуем вас на нашем канале! Здесь вы найдете все о покупке и продаже автомобилей в Санкт-Петербурге. 🚘 Мы собрали крупнейший рынок автомобилей в Телеграм, где вы можете легко и удобно найти свой идеальный транспорт или продать старый. 💰 Пр",tg-cat public search,https://tg-cat.com/@AutoPeterburg,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Мото Барахолка/Чат Беларусь,чат/группа,https://t.me/moto_baraholka_rb,moto_baraholka_rb,71,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚀 **Мото Барахолка в Беларуси!** 🌟 Присоединяйтесь к нашему чату, где можно размещать объявления о покупке, продаже и обмене мото техники, экипировки и запчастей! 🏍️ Обсужда",tg-cat public search,https://tg-cat.com/@moto_baraholka_rb,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Мото продажа Крым&#33;&#33;&#33;,чат/группа,https://t.me/motocrimea1,motocrimea1,70,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@motocrimea1,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,продажа мото
2026-07-05,Обмен автомобилей,Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,Avtosalon Car City срочный выкуп обмен продажа авто 24/...,чат/группа,https://t.me/avtosalon_car_city_telegram,avtosalon_car_city_telegram,69,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avtosalon_car_city_telegram,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,обмен авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авто куплю/продам Мариуполь,чат/группа,https://t.me/avtoprodazhamariupol,avtoprodazhamariupol,69,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avtoprodazhamariupol,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,куплю продам авто
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Не указано / другой регион,Авто ниже рынка | Premium Cars Export,чат/группа,https://t.me/pcexport01,pcexport01,69,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Premium Cars Export предлагает автомобили ниже рыночной стоимости с первичными предложениями в канале. Доставка осуществляется с наценкой 0%. Доступны эксклюзивные автомобили как под заказ, так и в наличии по самым низким ценам. Консультации доступны 24",tg-cat public search,https://tg-cat.com/@pcexport01,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Не указано / другой регион,Авто ниже рынка | Premium Cars Export,чат/группа,https://t.me/pcexport03,pcexport03,69,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Авто ниже рынка | Premium Cars Export"" предлагает эксклюзивные автомобили по низким ценам, с первичными предложениями в закрытом канале. Доставка осуществляется без наценки, доступны автомобили под заказ и в наличии. Консультант доступен круглосу",tg-cat public search,https://tg-cat.com/@pcexport03,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Нижний Новгород",канал,https://t.me/AutoNovgorod,AutoNovgorod,68,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🌟 Добро пожаловать на наш канал о покупке и продаже автомобилей в Нижнем Новгороде! 🚗 Здесь вы найдете самые выгодные предложения, свежие объявления и актуальные новости с крупнейшего автомобильного рынка в Телеграм. Не упустите возможность выгодно продать или купить",tg-cat public search,https://tg-cat.com/@AutoNovgorod,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Куплю/продам мотоциклы ДНР,чат/группа,https://t.me/motooo_dnr,motooo_dnr,68,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🌟 Добро пожаловать в новый чат для любителей двухколесной техники! 🌟 Здесь вы сможете легко и быстро купить или продать мотоциклы в ДНР. Наш предыдущий аккаунт, к сожалению, был утерян, но мы готовы заново создать",tg-cat public search,https://tg-cat.com/@motooo_dnr,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%86%D0%B8%D0%BA%D0%BB%D1%8B&type=supergroup&lang=en,мотоциклы
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Мото-Барахолка-Королёв,чат/группа,https://t.me/motokorolev_baraxolka,motokorolev_baraxolka,68,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@motokorolev_baraxolka,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Мотобарахолка Одесса,чат/группа,https://t.me/motopartsod,motopartsod,65,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в «Мотобарахолку Одесса» — идеальное место для всех любителей мототехники! Здесь вы можете найти всё необходимое для вашего двухколёсного друга: от мотоциклов и скутеров до аксессуаров, зап",tg-cat public search,https://tg-cat.com/@motopartsod,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0&type=supergroup&lang=en,мототехника
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Екатеринбург",канал,https://t.me/Ekaterinburg_Auto,Ekaterinburg_Auto,64,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗💰 Добро пожаловать на наш канал «Купить, продать авто Екатеринбург» — крупнейший рынок автомобилей в Телеграм! Здесь вы найдете лучшие предложения по продаже и покупке автомобилей в Екатеринбурге. Не упустите шанс стать частью автосообщества,",tg-cat public search,https://tg-cat.com/@Ekaterinburg_Auto,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто; продажа авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Купить, продать авто Самара",канал,https://t.me/SaleAutoSamara,SaleAutoSamara,64,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"👋 Приветствую вас на нашем канале! Здесь вы найдете все, что нужно для покупки и продажи автомобилей в Самаре. 🚗 Это крупнейший рынок автомобилей в Телеграм, где вы сможете легко и быстро найти свой идеальный транспорт или выгодно продать ненужное авто",tg-cat public search,https://tg-cat.com/@SaleAutoSamara,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D1%8C%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,купить продать авто; продажа авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,МОТО БАРАХОЛКА SZV,чат/группа,https://t.me/szvmotobaraholka,szvmotobaraholka,57,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,малый размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@szvmotobaraholka,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
